purchase_date,purchase_price,quantity,total_price,payment_method,shipping_address,shipping_city,shipping_state,shipping_country,shipping_postal_code,product_category,employee_department,transaction_id,customer_id,product_id,employee_id
12/4/2019,314.9,564,8850.7,PayPal,1903 Linden Alley,Tatuí,,Brazil,18270-000,Food - Seafood,Services,13966,61,73,11
12/14/2002,577.72,549,536.52,PayPal,0792 Arkansas Street,Pujocucho,,Peru,,Smart Home,Product Management,13967,375,88,65
5/14/2009,809.58,125,1452.57,credit card,7 Tennyson Parkway,Cortinhas,16,Portugal,4960-320,Food - Breakfast,Product Management,13968,92,58,19
3/10/2022,396.7,128,5658.72,cash,53 Elgar Junction,Marelesu,,China,,Pets,Engineering,13969,463,31,41
11/12/2024,745.38,629,3808.37,cash,1744 Buhler Avenue,Machachi,,Ecuador,,Food - Frozen Meals,Accounting,13970,212,89,82
7/8/2021,321.21,328,7908.09,PayPal,59 Fairfield Street,Nubma,,China,,Food - Snacks,Business Development,13971,300,56,50
9/18/2013,164.86,673,2461.99,debit card,74098 Menomonie Lane,Senduro,,Indonesia,,Outdoor,Business Development,13972,334,76,26
2/3/2023,629.21,645,7543.07,PayPal,08 Novick Pass,Kislovodsk,,Russia,357748,Food - Dairy,Human Resources,13973,559,60,74
8/8/2013,126.85,556,8709.29,PayPal,71 Morrow Center,Invermere,BC,Canada,J1K,Food - Condiments,Accounting,13974,912,11,61
5/1/2010,224.45,385,4202.76,cash,5 Toban Point,Mobara,,Japan,964-0432,Food - Condiments,Research and Development,13975,972,88,75
6/10/2005,373.36,90,5014.95,debit card,217 Coolidge Avenue,El Cantón de San Pablo,,Colombia,055448,Books,Accounting,13976,284,17,79
1/7/2021,37.01,375,1350.56,cash,61587 Dawn Trail,Huayana,,Peru,,Food - Spices,Support,13977,914,29,52
8/25/2013,191.25,715,1013.49,PayPal,75077 Eggendart Place,Ribeira Seca,42,Portugal,9600-213,Food - Bakery,Legal,13978,71,7,47
4/19/2016,420.65,587,6306.31,cash,1 Sunbrook Terrace,Karlskrona,K,Sweden,371 23,Travel,Support,13979,140,32,36
2/27/2002,549.43,508,6318.39,cash,217 Bartillon Plaza,Bahía Honda,,Cuba,,Food - Grocery,Engineering,13980,637,9,8
7/11/2010,996.86,492,1391.39,cash,8 Dennis Lane,Chinju,,South Korea,,Toys,Business Development,13981,436,63,58
9/22/2015,452.39,566,6044.91,credit card,5411 Golden Leaf Hill,Maodian,,China,,Kitchen,Product Management,13982,255,96,25
9/5/2014,502.14,527,3683.71,credit card,27 Ronald Regan Way,Itambacuri,,Brazil,39830-000,Food - Prepared Foods,Research and Development,13983,6,50,25
8/27/2006,963.41,602,39.67,cash,83 Randy Park,Dokuchayevs’k,,Ukraine,,Food - Dairy,Human Resources,13984,45,89,30
12/6/2017,293.67,875,3846.21,credit card,551 Bobwhite Alley,Ouahigouya,,Burkina Faso,,Food - Sauces,Human Resources,13985,57,14,61
7/20/2017,885.32,692,4891.06,debit card,71506 Sauthoff Way,Phoenix,AZ,United States,85072,Clothing - Dresses,Sales,13986,812,24,12
1/14/2013,438.62,191,1860.11,credit card,2071 Farmco Terrace,Soko,,Indonesia,,Food - Seafood,Support,13987,921,18,51
10/10/2011,481.58,256,4347.33,PayPal,01 Debra Place,Ravne,,Slovenia,3504,Office,Research and Development,13988,253,37,97
10/28/2011,757.57,358,1282.65,PayPal,43 Gerald Center,Fengshan,,China,,Food - Grains,Training,13989,213,49,43
4/17/2005,607.88,255,4849.13,cash,3477 Gina Trail,Nunsena,,Indonesia,,Kitchen,Human Resources,13990,370,24,5
11/23/2022,758.84,572,684.67,cash,3 Westridge Terrace,Tumbagaan,,Philippines,1114,Kitchen,Human Resources,13991,536,97,13
3/9/2023,860.8,432,3922.22,PayPal,387 Daystar Center,Bahuang,,China,,Food - Canned Goods,Engineering,13992,689,52,77
9/12/2014,197.27,785,8775.7,debit card,56762 Rockefeller Place,Naples,FL,United States,34102,Home,Research and Development,13993,18,93,59
9/30/2002,110.12,777,6160.3,cash,597 Aberg Terrace,Tucson,AZ,United States,85705,Electronics,Accounting,13994,444,46,85
8/17/2016,588.81,786,5268.16,credit card,47 David Terrace,Tianxin,,China,,Music,Product Management,13995,589,99,66
5/10/2013,230.04,207,2037.41,debit card,594 Eastwood Alley,Rydułtowy,,Poland,44-280,Photography,Marketing,13996,747,44,37
2/5/2016,125.11,208,5026.13,cash,710 Ronald Regan Trail,Baizhong,,China,,Food - Breakfast,Support,13997,572,80,92
5/29/2024,684.69,356,8963.93,credit card,8 Pierstorff Pass,Sebadelhe,09,Portugal,5155-705,Kitchen,Marketing,13998,803,58,30
1/5/2015,20.89,137,7299.96,credit card,170 Green Ridge Road,Ajaccio,A5,France,20195 CEDEX 1,Food - Frozen Foods,Research and Development,13999,675,34,28
1/24/2023,998.69,252,6247.29,debit card,37 Kensington Place,Korop,,Ukraine,,Food - Meat & Seafood,Legal,14000,170,83,77
4/12/2006,623.48,892,3556.84,debit card,592 Ronald Regan Hill,Botigues,,Philippines,3204,Home,Legal,14001,375,28,76
10/30/2015,701.83,412,9166.98,PayPal,8 Dahle Crossing,Bålsta,C,Sweden,746 40,Health,Accounting,14002,332,13,2
5/8/2018,659.59,143,3122.37,credit card,95085 Lotheville Street,Murtajih,,Indonesia,,Health,Business Development,14003,286,31,50
4/23/2020,262.25,491,6740.89,credit card,1 Loomis Pass,Ariz,13,Portugal,4625-007,Food - Snacks,Research and Development,14004,431,80,68
10/14/2025,700.51,759,1637.31,debit card,8 Rockefeller Alley,Outjo,,Namibia,,Garden,Support,14005,239,19,41
2/1/2016,935.15,958,8239.08,cash,61155 Fallview Parkway,Jimsar,,China,,Toys,Services,14006,314,4,40
9/6/2008,602.16,118,4356.76,cash,2 Luster Parkway,Rakszawa,,Poland,37-111,Food - Baking,Sales,14007,53,11,59
7/6/2010,415.61,258,5230.64,credit card,42 Cascade Street,Béziers,A9,France,34545 CEDEX,Clothing - Outerwear,Accounting,14008,423,22,74
7/21/2021,176.48,104,5575.39,credit card,78982 Elmside Street,Koten,,Indonesia,,Kitchen,Research and Development,14009,613,80,9
1/28/2003,585.34,85,425.35,PayPal,5177 Pearson Pass,Tashi,,China,,Food - Produce,Product Management,14010,715,77,13
8/2/2000,135.18,320,2571.67,PayPal,6542 Barby Crossing,Boavista,17,Portugal,5030-304,Health,Research and Development,14011,287,41,38
11/21/2007,263.17,312,6132.31,PayPal,83 Ridge Oak Place,Calheta,,Cape Verde,,Travel,Engineering,14012,456,92,4
11/30/2000,834.25,753,5592.08,credit card,280 Delaware Crossing,Quisao,,Philippines,4029,Food - Canned Soups,Engineering,14013,428,31,46
11/2/2022,552.55,437,7544.43,cash,517 Bartelt Circle,Nemours,A8,France,77794 CEDEX,Food - Produce,Legal,14014,343,83,49
9/27/2021,861.51,516,8804.88,cash,0 Di Loreto Way,Berlín,,El Salvador,,Outdoor,Business Development,14015,939,86,41
6/9/2023,848.35,260,3134.99,debit card,4264 Glendale Trail,Tangpu,,China,,Kitchen,Services,14016,654,96,21
3/15/2008,224.18,844,5170.0,cash,8 Burrows Circle,Lobito,,Angola,,Art Supplies,Research and Development,14017,289,82,48
5/29/2002,783.42,374,9090.28,cash,05 Claremont Way,Larache,,Morocco,,Outdoor,Accounting,14018,402,12,27
3/4/2011,722.69,416,2993.4,PayPal,37 Paget Road,Hashimoto,,Japan,999-8242,Kitchen,Sales,14019,129,92,88
8/7/2017,933.7,453,5245.99,PayPal,220 Towne Way,Mechrá Belqsiri,,Morocco,,Accessories,Business Development,14020,9,68,33
6/29/2020,708.41,502,8441.29,credit card,90373 Maple Wood Alley,Xianghuaqiao,,China,,Food - Spices,Support,14021,662,19,3
3/28/2021,30.59,541,8658.64,PayPal,453 Fair Oaks Circle,Shiogama,,Japan,987-0058,Food - Condiments,Engineering,14022,455,32,27
5/22/2019,51.87,292,5113.87,cash,04819 Bonner Point,Cayenne,GF,French Guiana,97341 CEDEX,Food - Condiments,Accounting,14023,573,38,54
8/29/2003,866.61,97,8757.06,debit card,3 Garrison Road,Sabanagrande,,Colombia,083047,Food - Condiments,Product Management,14024,90,60,72
11/16/2021,714.51,490,2467.08,debit card,01288 Union Center,El Calvario,OAX,Mexico,68213,Food - Snacks,Marketing,14025,627,90,21
11/7/2007,757.71,569,9665.25,cash,883 Milwaukee Parkway,Vazhiny,,Russia,187742,Kitchen,Services,14026,214,79,10
6/29/2014,432.64,894,7621.68,cash,9 David Court,Kiuruvesi,,Finland,74701,Electronics,Services,14027,427,2,11
12/22/2000,965.52,133,2385.45,credit card,052 Grayhawk Point,Gunungjulang,,Indonesia,,Food - Supplements,Support,14028,573,17,38
12/23/2020,142.18,207,7201.16,PayPal,7 Dawn Junction,Tsukumiura,,Japan,879-2413,Food - Beverages,Human Resources,14029,139,71,75
9/20/2001,155.53,799,5466.24,debit card,0102 Fremont Alley,Bayanbaraat,,Mongolia,,Outdoor,Legal,14030,86,26,77
11/13/2001,305.63,246,6933.71,cash,9386 Florence Way,Langtang,,Nigeria,,Food - Baking Goods,Product Management,14031,497,37,42
7/19/2011,79.59,486,8619.81,debit card,90343 Annamark Point,Tumbagaan,,Philippines,1114,Garden,Marketing,14032,485,19,46
8/6/2007,112.1,741,9010.13,cash,4320 Chinook Circle,Dauriya,,Russia,674660,Food - Snacks,Services,14033,2,37,82
8/21/2004,459.09,272,2974.57,cash,757 West Plaza,Durham,NC,United States,27705,Toys,Engineering,14034,172,97,8
6/14/2023,858.15,872,806.01,credit card,81 Monterey Park,Ten’gushevo,,Russia,607343,Electronics,Training,14035,344,92,9
1/23/2000,464.75,284,7592.36,PayPal,4 Dunning Pass,Andir,,Indonesia,,Food - Condiments,Product Management,14036,832,41,52
5/23/2000,829.28,29,3288.23,PayPal,5 Colorado Place,Skýros,,Greece,,Food - Freezer,Training,14037,845,49,83
4/6/2000,63.33,625,5139.75,PayPal,4 Dahle Plaza,Synevyr,,Ukraine,,Home,Business Development,14038,80,2,52
4/9/2024,384.22,267,834.27,debit card,9 Dexter Street,Aricapampa,,Peru,,Food - Bakery,Business Development,14039,893,25,86
6/7/2016,669.53,901,2996.23,PayPal,89829 Towne Way,Candoso,04,Portugal,5360-035,Food - Meat,Services,14040,738,48,95
4/21/2011,495.69,324,9491.13,PayPal,64 Chinook Junction,Tempel,,Indonesia,,Home,Support,14041,805,19,29
12/5/2009,883.31,546,4599.61,PayPal,293 Menomonie Avenue,Pakisrejo,,Indonesia,,Clothing - Activewear,Engineering,14042,933,88,53
12/4/2012,921.42,98,7007.25,credit card,763 Glacier Hill Park,Sanandaj,,Iran,,Food - Produce,Support,14043,627,8,2
1/8/2014,444.05,836,7467.08,credit card,31 5th Terrace,Yag La,,China,,Fitness,Product Management,14044,462,57,39
3/23/2012,263.31,564,8253.53,credit card,20 Donald Trail,Adil Makmur,,Indonesia,,Automotive,Services,14045,229,20,65
1/10/2025,269.01,125,278.24,cash,4 Arapahoe Point,Palekastro,,Greece,,Automotive,Engineering,14046,854,98,35
11/29/2019,384.71,164,6983.36,PayPal,50051 Clove Circle,Kylmäkoski,,Finland,37960,Kitchen,Business Development,14047,379,85,40
9/12/2009,823.98,137,9529.54,PayPal,97723 Grover Road,Wonopringgo,,Indonesia,,Food - Nuts,Legal,14048,355,76,28
2/6/2006,681.43,45,7658.92,credit card,81 Shopko Place,Maicao,,Colombia,442009,Toys,Legal,14049,319,60,27
8/18/2018,345.57,677,8535.98,debit card,2037 Corben Lane,Shuyuan Zhen,,China,,Clothing - Shoes,Product Management,14050,570,11,35
10/16/2017,523.78,120,7251.23,PayPal,2 Thierer Lane,Mueang Nonthaburi,,Thailand,11120,Clothing - Outerwear,Product Management,14051,321,65,87
5/29/2021,421.98,88,4382.69,debit card,76 Debs Terrace,Santa Cruz,,Chile,,Food - Soups,Support,14052,489,11,61
8/21/2007,874.75,960,1538.14,PayPal,0037 Dexter Road,Sokol,,Russia,694060,Fitness,Engineering,14053,962,44,99
2/18/2021,873.19,596,4289.06,debit card,80351 Pleasure Point,Mullovka,,Russia,433649,Fitness,Services,14054,39,32,77
12/17/2018,312.35,826,8757.24,debit card,147 David Court,Kofelē,,Ethiopia,,Health,Engineering,14055,744,89,31
3/10/2024,661.81,731,5238.37,cash,5577 Charing Cross Junction,Ciekek,,Indonesia,,Office,Accounting,14056,187,9,88
11/29/2005,732.32,668,6123.53,cash,349 American Crossing,Tonoas Municipal Building,,Micronesia,,Home,Accounting,14057,954,53,18
11/25/2011,905.03,216,357.68,credit card,05445 Starling Hill,Alenquer,11,Portugal,2580-306,Food - Condiments,Accounting,14058,349,34,8
11/26/2021,261.17,901,698.93,PayPal,762 Troy Alley,Marseille,B8,France,13425 CEDEX 12,Food - Frozen Vegetables,Services,14059,15,89,20
1/5/2001,569.97,989,4368.08,PayPal,28 Little Fleur Crossing,Mili,,Marshall Islands,96970,Automotive,Human Resources,14060,607,50,22
10/9/2004,66.72,377,370.09,debit card,1605 Sutherland Avenue,Shkodër,,Albania,,Food - Snacks,Sales,14061,740,92,23
8/4/2001,986.04,376,4106.85,cash,8 Kingsford Street,Solikamsk,,Russia,618548,Outdoor,Marketing,14062,306,17,5
7/1/2004,331.91,271,9438.54,PayPal,4 Mifflin Place,Quitilipi,,Argentina,3530,Accessories,Services,14063,683,9,77
1/5/2016,799.94,921,8403.33,credit card,81 Muir Trail,Yurovka,,Russia,353426,Art Supplies,Research and Development,14064,775,51,19
10/11/2002,701.25,955,3042.45,PayPal,2828 Orin Road,Guantouzui,,China,,Food - Snacks,Product Management,14065,418,43,84
1/11/2023,88.81,746,875.0,cash,12569 Mayfield Pass,Vyshchetarasivka,,Ukraine,,Electronics,Accounting,14066,90,1,40
1/29/2022,953.07,808,3293.01,cash,51150 Haas Pass,Vale Mourão,11,Portugal,2635-466,Kitchen,Engineering,14067,241,26,27
7/9/2000,703.72,79,9963.12,debit card,502 Crescent Oaks Center,Colombes,A8,France,92709 CEDEX,Food - Nuts,Sales,14068,824,9,100
1/1/2004,898.51,463,1436.31,debit card,9951 Fulton Point,Anhai,,China,,Food - Baking,Training,14069,111,41,13
3/29/2012,514.75,865,5874.3,credit card,0217 Saint Paul Lane,Villarrica,,Chile,,Footwear,Support,14070,937,58,88
9/19/2012,240.81,20,6292.86,cash,83062 Harper Terrace,Xindu,,China,,Food - Condiments,Engineering,14071,214,41,41
11/27/2025,50.61,942,6649.18,cash,4 Kim Trail,Paipa,,Colombia,150449,Food - Baked Goods,Engineering,14072,881,78,65
12/9/2018,476.65,191,8922.6,debit card,131 Kedzie Terrace,Cuauhtemoc,GRO,Mexico,40068,Clothing - Dresses,Legal,14073,414,5,79
5/6/2014,113.0,79,5187.83,credit card,147 Superior Drive,Desakolot,,Indonesia,,Toys,Engineering,14074,260,21,91
6/11/2014,283.3,855,6466.9,PayPal,28931 Mockingbird Crossing,Mölndal,O,Sweden,431 10,Kitchen,Legal,14075,884,24,24
2/1/2015,969.94,609,9634.7,debit card,18770 Pepper Wood Way,Cidahu,,Indonesia,,Home Appliances,Legal,14076,173,74,66
11/7/2015,449.68,881,7002.34,cash,137 Myrtle Park,Vermil,03,Portugal,4805-550,Clothing - Dresses,Research and Development,14077,764,34,7
4/24/2010,291.84,145,411.28,credit card,6 Merrick Point,El Calafate,,Argentina,9201,Food - Cereal,Training,14078,962,75,83
8/8/2009,14.88,406,9141.94,credit card,46570 Memorial Court,Wierzchosławice,,Poland,33-122,Health,Training,14079,538,85,98
3/2/2009,801.61,97,7405.42,credit card,9 Aberg Avenue,Pueblo Nuevo Viñas,,Guatemala,06013,Pets,Services,14080,4,89,15
7/5/2010,905.42,467,2106.8,PayPal,03 Parkside Park,Lugulu,,Kenya,,Clothing - Outerwear,Human Resources,14081,926,44,95
9/8/2017,675.43,823,8777.52,PayPal,1093 Meadow Vale Drive,Baganga,,Philippines,1219,Bathroom,Support,14082,329,96,10
11/6/2019,464.74,348,4336.7,credit card,5557 Hanover Park,Пласница,,Macedonia,6539,Home,Marketing,14083,550,70,92
11/16/2005,58.91,21,9201.52,cash,370 Fair Oaks Center,Khayr Kōṯ,,Afghanistan,,Home,Support,14084,677,25,65
5/26/2021,921.19,194,7229.36,credit card,939 Fair Oaks Lane,Quetta,,Pakistan,87301,Food - Beverages,Sales,14085,55,65,100
4/18/2006,500.6,244,4801.61,credit card,8961 Basil Point,Rancho Nuevo,SLP,Mexico,78430,Garden,Support,14086,767,8,39
7/1/2025,123.96,3,3499.05,credit card,90633 Chinook Road,Langádhia,,Greece,,Kitchen,Product Management,14087,87,82,70
4/21/2003,975.41,623,8102.68,PayPal,0 Esch Circle,Chapayevka,,Ukraine,,Food - Sauces,Engineering,14088,259,13,5
7/28/2006,271.98,585,4299.42,credit card,82842 Daystar Parkway,Zhob,,Pakistan,85200,Food - Frozen Foods,Services,14089,792,45,72
3/4/2011,859.14,198,6155.52,debit card,3112 Mosinee Junction,Belovo,,Russia,442070,Food - Oils,Sales,14090,166,59,50
3/22/2018,135.5,612,1926.42,cash,86343 Center Alley,Piteå,BD,Sweden,941 47,Clothing - Outerwear,Business Development,14091,41,99,26
6/6/2009,320.58,795,655.04,cash,28 Debra Point,Inashiki,,Japan,925-0563,Outdoor,Services,14092,736,36,69
12/11/2018,872.11,867,1.79,PayPal,6682 3rd Trail,Kotli Lohārān,,Pakistan,51841,Health,Accounting,14093,319,50,13
2/22/2015,484.2,976,4616.61,PayPal,320 Reindahl Park,Charlton,ENG,United Kingdom,OX12,Garden,Services,14094,35,31,23
11/26/2004,174.42,847,2158.94,debit card,5 Messerschmidt Drive,Savannakhét,,Laos,,Fitness,Product Management,14095,537,28,15
12/1/2005,934.65,636,5944.83,cash,46 Pennsylvania Road,Smålandsstenar,F,Sweden,333 24,Outdoor,Research and Development,14096,765,85,90
7/26/2018,305.13,601,7840.8,PayPal,5 Pine View Trail,Garbolovo,,Russia,188668,Food - Fresh Produce,Marketing,14097,393,33,66
12/29/2022,67.44,402,2872.21,credit card,98 Express Parkway,Bangui,,Philippines,2920,Kitchen,Engineering,14098,315,82,24
5/17/2010,367.96,824,5598.64,cash,79670 Brickson Park Parkway,Las Vegas,,Honduras,,Kitchen,Sales,14099,368,79,58
6/26/2013,844.8,485,6386.81,credit card,436 Mariners Cove Trail,Victoria,,Malta,VCT,Health,Training,14100,431,64,32
3/18/2024,893.75,500,4164.0,credit card,347 Fisk Hill,Campos,,Brazil,38250-000,Home,Training,14101,207,13,44
9/3/2021,122.0,70,3884.47,credit card,08305 Lunder Court,Pār Naogaon,,Bangladesh,9202,Food - Salads,Services,14102,673,83,50
11/17/2015,178.61,694,2723.79,PayPal,907 Meadow Valley Drive,Junaynat Raslān,,Syria,,Office,Business Development,14103,387,44,88
7/10/2019,87.15,693,9060.77,credit card,840 Montana Park,Alīābad,,Pakistan,15600,Food - Snacks,Legal,14104,171,13,58
4/4/2002,188.68,707,844.7,cash,345 Kropf Way,Fengxizhai,,China,,Food - Canned Goods,Sales,14105,998,79,45
8/16/2014,799.65,33,1757.25,cash,7166 Bluestem Center,Svrljig,,Serbia,,Home,Product Management,14106,657,75,12
9/12/2017,152.1,372,5642.18,debit card,86 Center Center,Gobernador Gálvez,,Argentina,2124,Kitchen,Marketing,14107,611,91,48
5/6/2000,864.03,204,3581.79,credit card,1 Manitowish Alley,Noenoni,,Indonesia,,Home,Human Resources,14108,616,70,41
11/7/2009,713.66,596,6294.58,debit card,92274 Melody Trail,Salaya,,Thailand,13230,Home,Legal,14109,524,17,72
7/19/2009,111.13,454,1859.35,cash,40 Moulton Pass,Kuragaki-kosugi,,Japan,939-2759,Food - Condiments,Business Development,14110,319,31,46
9/8/2011,251.14,351,4541.31,cash,8 Evergreen Hill,Purwojoyo,,Indonesia,,Home,Accounting,14111,946,14,99
6/23/2025,468.08,36,3724.76,credit card,2438 Sage Hill,Baixi,,China,,Fitness,Training,14112,364,41,88
2/9/2003,230.06,503,2083.67,credit card,3 Sachtjen Place,Malaga,AN,Spain,29005,Clothing - Footwear,Product Management,14113,1,43,38
10/12/2014,664.49,269,8872.23,debit card,357 Blaine Park,Itaporanga,,Brazil,18480-000,Kitchen,Legal,14114,351,80,22
8/17/2005,946.03,353,9031.91,PayPal,4 Banding Park,Cova da Iria,14,Portugal,2495-405,Outdoor,Services,14115,159,97,24
12/28/2002,467.23,817,8458.46,PayPal,3 Buell Point,Kawungsari,,Indonesia,,Food - Snacks,Business Development,14116,270,96,93
9/12/2011,369.2,994,9496.85,credit card,70 Monterey Drive,Jardín América,,Argentina,3332,Food - Salads,Product Management,14117,665,78,92
6/22/2017,951.53,687,6664.26,cash,30690 Marquette Terrace,Jacaltenango,,Guatemala,13007,Food - Snacks,Human Resources,14118,287,43,10
8/31/2001,884.29,207,9982.5,cash,8606 Marcy Circle,Terra Chã,43,Portugal,9700-685,Photography,Human Resources,14119,205,8,49
10/22/2020,514.95,24,2718.29,debit card,140 Di Loreto Crossing,Castelnaudary,A9,France,11493 CEDEX,Fitness,Support,14120,405,65,18
4/21/2003,709.05,609,7434.78,debit card,13354 Duke Crossing,Nieszawa,,Poland,87-730,Food - Frozen Desserts,Accounting,14121,265,72,10
2/17/2001,939.9,151,3647.36,cash,245 Helena Circle,Changning,,China,,Home,Sales,14122,686,91,85
11/19/2018,761.06,597,6926.66,cash,700 International Park,Stende,,Latvia,,Pets,Sales,14123,741,59,76
5/22/2008,481.04,307,6091.02,debit card,8 Algoma Lane,Ode,,Nigeria,,Food - Baking,Sales,14124,519,3,15
8/24/2012,527.09,295,1701.47,debit card,37553 Fuller Trail,Le Puy-en-Velay,98,France,43010 CEDEX,Outdoor,Business Development,14125,310,36,97
11/9/2019,432.8,133,5960.05,PayPal,24507 Kensington Terrace,Licheng,,China,,Food - Pasta,Human Resources,14126,833,32,77
8/4/2020,896.38,150,5299.81,credit card,052 Tomscot Park,Jiuxian,,China,,Kitchen,Marketing,14127,570,89,38
5/16/2002,688.79,677,4485.6,cash,07949 Kinsman Hill,Sakhnīn,,Israel,,Food - Condiments,Sales,14128,53,2,41
4/25/2003,2.5,792,5781.19,debit card,479 Mayfield Lane,Miasskoye,,Russia,456660,Food - Bakery,Training,14129,373,82,7
7/30/2021,100.41,530,6706.18,cash,558 Carberry Court,Mannheim,BW,Germany,68239,Accessories,Human Resources,14130,486,20,15
4/15/2001,322.88,407,7398.88,PayPal,66073 Grasskamp Hill,Birowo,,Indonesia,,Fitness,Engineering,14131,162,96,39
1/11/2011,601.38,316,9713.08,credit card,58 Surrey Junction,Severnyy,,Russia,309060,Food - Breakfast,Support,14132,974,37,83
2/2/2001,294.37,977,3197.11,PayPal,5426 Brickson Park Road,Ualog,,Philippines,1703,Kitchen,Human Resources,14133,364,15,31
2/18/2013,911.2,748,8166.0,debit card,230 Dixon Hill,Erbil,,Iraq,,Outdoor,Accounting,14134,674,1,42
